rating_music_no	rating_member_id	rating_kinds	rating
280	youjin	1	대박…
281	dong	1	내 최애곡이 하나 늘었다
281	fe91	1	
281	jin02	0	
281	jisoo	1	
281	kim96	1	가사가 지금 내 상황에 딱 위로가 되네요..
281	rudgns	1	
281	tjwns	0	
281	user04	1	어떻게 이래.. 음악도 좋고 목소리도 좋고 가사도 이쁘고…
281	youjin	1	
282	fe91	0	
282	hwang	0	
282	jung00	1	
282	tjwns	1	
282	user03	0	
282	user05	0	
282	wjdtn07	1	마음이 차분해져요
282	youjin	0	
282	youjin	0	
283	hoon30	1	
283	hwang	1	그 시대로 돌아간 느낌
283	ji89	0	
283	jung00	0	
283	kimsang	0	
283	tpwns	1	내 최애곡
283	user03	0	
283	user07	0	
284	eun04	1	공부할때 들으면 좋다
284	fe91	1	
284	hong3	1	목소리 너무 좋은데?
284	hong3	0	
284	hwang	0	
284	ji89	0	
284	jisoo	1	혼자있고싶어진다
284	kimsang	1	이분 노래가 다좋아요
284	user03	0	
284	you06	0	
284	youjin	0	
284	zoo	0	
285	dlsgh	0	
285	gmlduf	0	
285	hoon30	1	너무 높지만 부르는 노래
285	ji89	0	
285	kim82	0	
285	kim96	1	
285	user06	1	
285	user6732	1	
286	dlsgh	0	
286	jin02	0	
286	jin02	0	
286	user01	1	
287	eun04	0	
287	hwang	0	
287	lee03	0	
287	na97	1	음악 퀄리티가 확실히 좋음
287	son12	0	
287	soyoung	1	
287	tpwns	1	이노래 무한반복 중
287	user02	0	
288	dlsgh	0	
288	hun96	0	
288	jung00	0	
288	na97	0	
288	name96	0	
288	you06	0	
288	zoo	1	백번을 들어도 색다르고 좋다..
289	eun04	1	말이 안나오는 노래
289	hwang	1	가수분 너무멋져요
289	hwang	1	다른일 할때 틀면 신이난다
289	song	0	
289	user06	1	스밍을 부르는 노래
289	user08	1	
289	user6732	0	
290	dlsgh	0	
290	dong	0	
290	hun96	1	목소리 너무 좋아요
290	kimsang	0	
290	name96	1	와 작사 작곡도 직접 했네.. 못하는게 뭐야
290	name96	1	꺄아아아
290	rudgns	0	
290	son12	0	
290	soyoung	0	
290	tjwns	1	
290	user02	1	밤마다 들으며 잠들어요
290	user04	0	
290	user06	1	가사가 좋다
290	user06	0	
290	user6732	0	
290	zoo	0	
291	hun96	1	그립다
291	hun96	1	
291	kim96	0	
291	kimsang	1	
291	lee03	1	
291	soyoung	0	
291	user03	0	
291	user04	1	
291	wjdtn07	0	
291	zoo	0	
292	gmlduf	0	
292	hwang	1	
292	jisoo	1	암만봐도 너무 좋다. 노래방가면 꼭 부르는 곡중에 하나
292	na97	1	I like this song. <3
292	rudgns	1	목소리가 사기적인 노래
292	user01	0	
292	user6732	0	
293	eun04	1	
293	fe91	0	
293	hoon30	0	
293	jisoo	0	
293	na97	1	잘때들으면 좋을듯
293	name96	1	좋긴한데 내취향은 아닌듯
293	rudgns	1	부럽다
293	rudgns	1	비트가 사기야
293	tjwns	0	
293	user02	1	
293	user04	0	
294	eun04	1	
294	hun96	0	
294	kim82	1	
294	name96	1	
294	user03	1	벌써 공부하면서 3시간째 듣는중…
294	woo93	1	크…
295	dong	0	
295	jung00	0	
295	kimsang	1	
295	lee03	1	졸릴때들으면 확 깨요
295	na97	0	
295	name96	0	
295	user05	1	노래 좋다
295	user06	1	
295	woo93	0	
295	yena	1	
296	kim82	0	
296	lee03	1	나도 모르게 찾아서 듣게된다 너무 좋아
296	lee03	1	공부하면서 들으면 좋을거 같다
296	lee03	0	
296	na97	1	음색깡패
296	soyoung	0	
296	wjdtn07	0	
296	yena	0	
296	you06	1	
297	hoon30	0	
297	hoon30	0	
297	hwang	0	
297	na97	1	
297	son12	0	
297	user01	1	
297	woo93	1	
297	yena	0	
297	yena	0	
298	hoon30	0	
298	hun96	0	
298	jisoo	0	
298	kim82	1	잔잔하면서 듣기 좋은 목소리
298	song	0	
298	user03	1	
298	user04	1	연애하고 싶어지는 노래인듯
298	user6732	1	
298	yena	0	
298	you06	1	
299	dong	1	
299	hoon30	0	
299	jisoo	0	
299	kim82	0	
299	user04	1	걸크러쉬
300	jisoo	0	
300	kim96	1	마치 내가 저기에 있는 느낌;
300	name96	1	취향저격
300	name96	0	
300	tpwns	1	노래 너무 좋다..
300	user04	1	망했다.. 내일 시험인데..
301	jung00	1	
301	name96	0	
301	yena	0	
301	you06	0	
302	jin02	0	
302	user01	1	야하다
302	youjin	0	
303	fe91	1	이 시대사람들은 이해못하는 노래
303	jin02	0	
303	jisoo	0	
303	kim96	0	
303	na97	1	
303	son12	1	
303	tjwns	0	
303	user07	1	
303	user07	1	
303	user08	0	
303	user6732	1	길가다 들어본 노래다
304	jisoo	0	
304	kim96	1	
304	name96	1	
304	song	1	
304	song	0	
304	tjwns	1	와.. 이번껀 미쳤다
304	tjwns	0	
304	user06	1	
304	user06	0	
305	dlsgh	1	이 가수 노래 다 좋아요 다른곡도 들어보셈
305	eun04	0	
305	fe91	1	짜증이난다
305	gmlduf	1	듣다 보면 질림
305	kim82	0	
305	kimsang	0	
305	lee03	0	
305	name96	1	화날때 들으면 진정될듯
305	song	1	음원 1등 가즈즈즈아!!
305	user02	0	
305	user07	1	다시 들어도 명곡
306	hoon30	0	
306	kim82	1	중얼거리다가도 제목을 잊어 못찾았었는데
306	kim82	0	
306	kim96	0	
306	son12	1	따뜻함을 느낄수 있는 노래
306	tpwns	1	랩 가사가 묵직함
306	user04	0	
306	user06	0	
307	gmlduf	0	
307	ji89	1	이건 너무 좋은 것 아닙니까..
307	jisoo	0	
307	kim96	0	
307	lee03	1	마트 전용 노래
307	name96	1	
307	son12	1	
307	tpwns	0	
307	tpwns	0	
307	user02	0	
308	eun04	1	
308	hong3	1	
308	kim82	1	제가 웬만해선 댓글 안다는데 이노래가 댓글을 달게 만드네요
308	kim96	0	
308	lee03	1	사랑스러운 노래
308	na97	1	멜로디가 흥겹네요
308	song	1	
308	soyoung	0	
308	tjwns	1	들으면 들을수록 감미롭다
308	user06	0	
308	user08	0	
308	user6732	1	
308	you06	1	
308	you06	0	
309	dong	1	ㅠㅠ..
309	gmlduf	1	한편의 동화 같은, 궁금해서 자꾸만 넘겨보고 싶다
309	hong3	0	
309	hwang	1	고백할때 부르기 좋을거같아요
309	jung00	1	
309	user02	1	
309	user05	0	
309	user08	1	안좋을때 들으면 더 안좋은 노래
309	user08	0	
310	dlsgh	1	
310	dong	0	
310	soyoung	0	
310	user06	1	
310	wjdtn07	0	
310	zoo	1	새삼스럽게 정말 대단한 가수라고 느낀다.
311	jung00	1	시간이 지나서도 계속 듣게 될 노래
311	kimsang	0	
311	name96	0	
311	tjwns	0	
311	user01	0	
311	user02	1	
311	you06	0	
311	zoo	1	
312	dlsgh	1	
312	hwang	1	봄만 되면 생각이 난다
312	kimsang	0	
312	user07	0	
313	eun04	0	
313	hoon30	0	
313	hun96	1	
313	kim96	1	정신이 이상해지는거 같다
313	lee03	0	
313	user02	1	친구네 집가서 듣던노래
313	user6732	0	
313	you06	1	
314	dong	0	
314	eun04	1	합법적 마약
314	eun04	1	그저 감탄만 나오는 노래
314	jin02	0	
314	kimsang	0	
314	soyoung	0	
314	user02	1	폭풍 속의 고요한 느낌
314	user05	1	사랑해요!!!
314	user08	1	이거 노래방에서 부르면 인기많을듯
315	dlsgh	0	
315	kimsang	1	
315	son12	1	원래 불면증있는데 이거 들으니까 잠 잘오더라
315	user02	1	오늘부터 이노래만 들어야겠다
315	user03	1	목소리가 매력적임
315	user05	1	
315	user08	1	
315	user6732	0	
315	you06	1	목소리랑 가사가 잘 맞는다
315	you06	1	
315	you06	0	
315	zoo	1	내 친구 오늘 이노래 수업시간에 흥얼거리다 쌤한테 혼남 ㅋㅋㅋ
317	ji89	0	
317	kim82	1	모르는 사람이 많은 꿀노래
317	kim82	0	
317	kim96	1	이 노래만 들어야겠다
317	user08	0	
318	dong	0	
318	eun04	1	
318	eun04	0	
318	gmlduf	1	봄에듣기좋은노래
318	gmlduf	0	
318	hoon30	1	
318	song	1	반주랑 목소리가 잘맞는듯
318	song	0	
318	soyoung	0	
318	tjwns	0	
318	youjin	0	
319	hoon30	1	
319	hun96	1	와 소름 돋았다
319	na97	1	
319	rudgns	1	그저 스쳐가는 곡이었는데 내 상황이 되니까 와닫는다.. 인생곡
319	tjwns	1	이 가수 노래는 거의 다 명곡인듯
319	user02	1	노래방 가면 제일먼저 이거 예약함
319	user03	1	이노래는 몇년가도 잊혀지지않을거 같아요
320	lee03	0	
320	user04	1	ㄹㅇ 띵곡
320	youjin	1	역시 기대이상이네
320	zoo	1	
